,Experiment,Date,Pre Post,Plot,Strip,PT Height (mm),evi_mean,ndvi_mean,gndvi_mean,savi_mean,msavi_mean,Total Biomass (kg/ha)
60,Testbed,2024-10-02,Pre,28.1,3,145.6027824,1.72083055973052,0.743902444839477,0.690307319164276,1.11571764945983,0.85312932729721,2886.367989
61,Testbed,2024-10-02,Pre,28.1,4,159.57392,1.77664363384246,0.733567476272583,0.693627476692199,1.10021317005157,0.84629088640213,3348.035236
62,Testbed,2024-10-02,Pre,28.1,8,159.7090119,1.7335158586502,0.738403022289276,0.698786199092865,1.10746419429779,0.849500179290771,3307.405714
63,Testbed,2024-10-02,Pre,28.1,9,190.05712,1.62615489959716,0.73102593421936,0.699927151203155,1.09640336036682,0.844597101211547,3336.685485
64,Testbed,2024-10-02,Pre,28.1,10,150.5013525,1.72462236881256,0.734297096729278,0.695419132709503,1.10130846500396,0.84677642583847,3499.716099
65,Testbed,2024-10-02,Pre,28.2,1,179.38008,1.76636373996734,0.734162092208862,0.707627117633819,1.10111153125762,0.846687376499176,2734.817495
66,Testbed,2024-10-02,Pre,28.2,2,177.5233982,1.5723727941513,0.688496470451355,0.673717498779296,1.03261804580688,0.815492391586303,2493.664524
67,Testbed,2024-10-02,Pre,28.2,3,180.7378771,1.55833065509796,0.699233710765838,0.679129183292388,1.04872500896453,0.822978317737579,2610.655494
68,Testbed,2024-10-02,Pre,28.2,4,172.5922247,1.83771872520446,0.74188894033432,0.71024066209793,1.11269974708557,0.85180377960205,2012.027887
69,Testbed,2024-10-02,Pre,28.2,5,214.3154333,1.75783503055572,0.737864077091217,0.695878744125366,1.10666179656982,0.849144101142883,2894.165517
70,Testbed,2024-10-02,Pre,28.2,6,204.0396864,1.60217130184173,0.710946798324585,0.687206029891967,1.06629312038421,0.831037044525146,2564.465424
71,Testbed,2024-10-02,Pre,28.2,7,118.4291958,1.76735949516296,0.735678613185882,0.702891767024993,1.10338675975799,0.847695291042327,2048.71804
72,Testbed,2024-10-02,Pre,28.2,8,192.6645934,1.77209413051605,0.751937985420227,0.704052805900573,1.12777042388916,0.858390271663665,3095.472508
73,Testbed,2024-10-02,Pre,28.2,9,255.72624,1.92002403736114,0.765891075134277,0.710104525089263,1.14869892597198,0.867411732673645,2442.827332
74,Testbed,2024-10-02,Pre,28.2,10,161.923168,1.67894899845123,0.738374829292297,0.710258781909942,1.10743224620819,0.849482834339141,2161.641186
75,Testbed,2024-10-02,Pre,28.3,1,185.0732203,1.78354930877685,0.733203053474426,0.688645541667938,1.09967017173767,0.846048712730407,3166.191006
76,Testbed,2024-10-02,Pre,28.3,2,200.4257081,1.79069507122039,0.756215274333953,0.708382248878479,1.1341860294342,0.861171007156372,2664.069006
77,Testbed,2024-10-02,Pre,28.3,3,265.0544411,1.72855675220489,0.734688937664032,0.700522065162658,1.10189998149871,0.847037434577941,3459.664003
78,Testbed,2024-10-02,Pre,28.3,4,151.6199443,1.81823587417602,0.74749207496643,0.698050379753112,1.12110090255737,0.855485379695892,3298.782794
79,Testbed,2024-10-02,Pre,28.3,5,165.6090252,1.88619911670684,0.761437118053436,0.706264495849609,1.14201891422271,0.864547550678253,3168.728028
80,Testbed,2024-10-02,Pre,28.3,6,202.7476,1.76853418350219,0.744224786758422,0.708819389343261,1.11620426177978,0.85334175825119,3144.28606
81,Testbed,2024-10-02,Pre,28.3,7,199.8760877,1.71338546276092,0.734171330928802,0.705586075782775,1.10112881660461,0.846693992614746,2405.169739
82,Testbed,2024-10-02,Pre,28.3,8,199.9221156,1.79075372219085,0.752289175987243,0.702645778656005,1.12829780578613,0.858619153499603,2595.41875
83,Testbed,2024-10-02,Pre,28.3,9,211.1208,1.8596533536911,0.767130076885223,0.711469113826751,1.15055227279663,0.868205308914184,2601.739513
84,Testbed,2024-10-02,Pre,28.3,10,196.56208,1.806285738945,0.753044307231903,0.705283105373382,1.12942898273468,0.859110713005065,2540.071668
85,Testbed,2024-10-02,Pre,28.4,1,238.073792,1.80477118492126,0.758353531360626,0.713544130325317,1.13739252090454,0.862555980682373,3045.882006
86,Testbed,2024-10-02,Pre,28.4,2,261.7647379,1.78543508052825,0.760647177696228,0.716937363147735,1.14083504676818,0.864038169384002,3247.729372
87,Testbed,2024-10-02,Pre,28.4,3,171.9106303,1.81234645843505,0.761670172214508,0.718928813934326,1.14237129688262,0.864698112010955,2644.119538
88,Testbed,2024-10-02,Pre,28.4,5,224.3426611,1.88436830043792,0.766698956489563,0.72007542848587,1.14990925788879,0.867929518222808,2739.127404
89,Testbed,2024-10-02,Pre,28.4,6,184.8515429,1.65066862106323,0.73848009109497,0.703546106815338,1.10758650302886,0.84955209493637,2439.058226
90,Testbed,2024-10-02,Pre,28.4,7,202.8457829,1.66741049289703,0.728491365909576,0.691793918609619,1.09260392189025,0.842902958393096,3740.36485
91,Testbed,2024-10-02,Pre,28.4,8,237.6156053,1.78612852096557,0.751219511032104,0.713603794574737,1.1266918182373,0.857921719551086,3209.493524
92,Testbed,2024-10-02,Pre,28.4,9,164.8293806,1.80502271652221,0.759725987911224,0.699031412601471,1.13944959640502,0.86344301700592,2327.93518
93,Testbed,2024-10-02,Pre,28.4,10,174.844032,1.6380910873413,0.726392269134521,0.695197343826294,1.08945643901824,0.841495990753173,2266.09058
94,Testbed,2024-10-17,Pre,14.1,1,59.33517333,1.35951793193817,0.655956268310546,0.651624143123626,0.983826875686645,0.792216897010803,1543.326879
95,Testbed,2024-10-17,Pre,14.1,2,65.95342519,1.27156853675842,0.638580441474914,0.65625,0.957766413688659,0.779408454895019,1465.039085
96,Testbed,2024-10-17,Pre,14.1,3,64.98986732,1.20435512065887,0.620630145072937,0.655643761157989,0.930844724178314,0.765888214111328,1457.18515
97,Testbed,2024-10-17,Pre,14.1,4,47.78886933,1.19856655597686,0.614171504974365,0.637878119945526,0.921157777309417,0.760949969291687,2064.401984
98,Testbed,2024-10-17,Pre,14.1,5,69.41528,1.07096028327941,0.572492361068725,0.617481410503387,0.858644485473632,0.728106141090393,3026.371086
99,Testbed,2024-10-17,Pre,14.1,6,66.06269463,0.989438354969024,0.534616231918335,0.591284394264221,0.801835656166076,0.696712136268615,1478.082198
100,Testbed,2024-10-17,Pre,14.1,7,44.21501333,1.04032135009765,0.566319227218627,0.62683081626892,0.849392056465148,0.723094940185546,2571.002455
101,Testbed,2024-10-17,Pre,14.1,8,55.9196,0.963002860546112,0.539422690868377,0.609097063541412,0.809046864509582,0.700782299041748,1782.547133
102,Testbed,2024-10-17,Pre,14.1,9,76.34784348,0.937592566013336,0.528479039669036,0.597818970680236,0.792635858058929,0.691480576992034,1996.697991
103,Testbed,2024-10-17,Pre,14.1,11,47.23272552,1.15220844745635,0.591006398200988,0.621916592121124,0.886414706707,0.742908358573913,1796.455345
104,Testbed,2024-10-17,Pre,14.1,12,48.94310979,0.928293704986572,0.522626817226409,0.584665954113006,0.783857703208923,0.686450779438018,1312.208636
105,Testbed,2024-10-17,Pre,14.2,1,54.0903983,1.13130223751068,0.590153336524963,0.633540391921997,0.885134398937225,0.742233633995056,1538.663339
106,Testbed,2024-10-17,Pre,14.2,2,66.2567166,1.28800892829895,0.641497313976287,0.674083769321441,0.962143063545227,0.781577944755554,1439.261787
107,Testbed,2024-10-17,Pre,14.2,3,57.13197787,1.1112858057022,0.599660754203796,0.647881150245666,0.899395763874054,0.749710023403167,1636.087588
108,Testbed,2024-10-17,Pre,14.2,4,57.13197787,1.1112858057022,0.599660754203796,0.647881150245666,0.899395763874054,0.749710023403167,1490.885686
109,Testbed,2024-10-17,Pre,14.2,5,65.38323733,1.02266418933868,0.558537125587463,0.60508131980896,0.837715029716491,0.716717183589935,1376.655393
110,Testbed,2024-10-17,Pre,14.2,6,75.82989333,1.07982575893402,0.572206497192382,0.620565772056579,0.858216285705566,0.727875053882598,1882.594747
111,Testbed,2024-10-17,Pre,14.2,7,46.04776,1.09067225456237,0.577337384223938,0.627111136913299,0.865912735462188,0.732013642787933,1179.379452
112,Testbed,2024-10-17,Pre,14.2,8,47.30013689,0.995767772197723,0.547169804573059,0.598730444908142,0.820664703845977,0.707287728786468,1513.92653
113,Testbed,2024-10-17,Pre,14.2,9,54.71068465,1.01443529129028,0.553919434547424,0.603575408458709,0.83078920841217,0.712903499603271,1308.580191
114,Testbed,2024-10-17,Pre,14.2,10,60.16214439,1.09122014045715,0.572836816310882,0.6281179189682,0.859161078929901,0.728384673595428,1720.613837
115,Testbed,2024-10-17,Pre,14.2,11,46.70515826,1.29128193855285,0.642021656036377,0.650399267673492,0.96292620897293,0.78196632862091,2005.652523
116,Testbed,2024-10-17,Pre,14.2,12,57.868976,1.14307212829589,0.601407825946807,0.62282657623291,0.902012526988983,0.751073241233825,1553.851261
117,Testbed,2024-10-17,Pre,14.3,1,59.62573073,1.03793847560882,0.557930767536163,0.609896183013916,0.836806654930114,0.716217994689941,2214.877947
118,Testbed,2024-10-17,Pre,14.3,2,68.4816166,0.995812177658081,0.547729790210723,0.607915341854095,0.821503698825836,0.707755148410797,1472.870704
119,Testbed,2024-10-17,Pre,14.3,3,55.119856,1.02949702739715,0.557049989700317,0.598251283168792,0.835481345653533,0.715490400791168,1814.549142
120,Testbed,2024-10-17,Pre,14.3,4,35.23057043,1.01501309871673,0.550199031829834,0.611123859882354,0.825207293033599,0.709813714027404,1869.272088
121,Testbed,2024-10-17,Pre,14.3,5,54.29512,1.00281345844268,0.55211329460144,0.606136918067932,0.82807832956314,0.711404979228973,1531.319311
122,Testbed,2024-10-17,Pre,14.3,6,49.25506667,1.04725670814514,0.563699066638946,0.627187073230743,0.84545749425888,0.720953822135925,1223.518442
123,Testbed,2024-10-17,Pre,14.3,7,66.06269463,1.22455084323883,0.623883187770843,0.6563680768013,0.935722827911377,0.768360435962677,1861.895714
124,Testbed,2024-10-17,Pre,14.3,8,60.3367907,0.997170567512512,0.549565613269805,0.604983866214752,0.824256598949432,0.709286034107208,1756.348465
125,Testbed,2024-10-17,Pre,14.3,9,54.35488348,1.01014196872711,0.555307745933532,0.607282757759094,0.832868754863739,0.714051604270935,1777.180402
126,Testbed,2024-10-17,Pre,14.3,10,55.60858844,1.02450513839721,0.571333169937133,0.614083230495452,0.856904447078704,0.72716736793518,1300.475191
127,Testbed,2024-10-17,Pre,14.3,11,43.0519241,1.28268122673034,0.635070025920867,0.633570253849029,0.952495694160461,0.77678644657135,1713.574654
128,Testbed,2024-10-17,Pre,14.3,12,49.77870857,1.08609437942504,0.582539319992065,0.6320840716362,0.873712182044982,0.736181139945983,2023.689866
129,Testbed,2024-10-17,Pre,14.4,1,68.12845787,1.22844099998474,0.629276752471923,0.651448667049408,0.943812906742096,0.772438108921051,1924.911271
130,Testbed,2024-10-17,Pre,14.4,2,71.24802667,1.23798477649688,0.624060153961181,0.658703088760376,0.93599247932434,0.768495619297027,1472.462518
131,Testbed,2024-10-17,Pre,14.4,3,52.63859897,1.18920278549194,0.609160959720611,0.626216769218444,0.913643658161163,0.75709182024002,1187.676201
132,Testbed,2024-10-17,Pre,14.4,4,49.59604279,1.0064537525177,0.54853069782257,0.60128915309906,0.822704493999481,0.708423435688018,2798.8392
133,Testbed,2024-10-17,Pre,14.4,5,63.4172,1.03179144859313,0.556535184383392,0.607191622257232,0.834710717201232,0.715066015720367,1666.202876
134,Testbed,2024-10-17,Pre,14.4,6,46.8612751,1.00168490409851,0.549878895282745,0.602823972702026,0.824727535247802,0.709547281265258,1854.246241
135,Testbed,2024-10-17,Pre,14.4,7,42.65717867,1.06067764759063,0.579672694206237,0.623727321624755,0.869415462017059,0.733888328075408,1695.372941
136,Testbed,2024-10-17,Pre,14.4,8,45.223024,0.985588252544403,0.542596995830535,0.611413061618804,0.813807308673858,0.703455805778503,1718.595236
137,Testbed,2024-10-17,Pre,14.4,9,45.65873358,1.00286185741424,0.545985698699951,0.611913383007049,0.81888997554779,0.706297934055328,2723.871576
138,Testbed,2024-10-17,Pre,14.4,10,53.56741176,1.01690912246704,0.561685502529144,0.62449163198471,0.842436730861663,0.719304323196411,1390.835064
139,Testbed,2024-10-17,Pre,14.4,11,38.86950222,1.30586469173431,0.652039706707,0.67493849992752,0.97795170545578,0.789353132247924,1884.186675
140,Testbed,2024-10-17,Pre,14.4,12,42.39201532,1.07245218753814,0.572704076766967,0.64546263217926,0.858964800834655,0.728278219699859,1901.051731
141,Testbed,2024-10-17,Pre,42.3,1,190.5964896,1.230562329,0.629677415,0.650620759,0.944414556,0.772740066,2904.674345
142,Testbed,2024-10-17,Pre,42.3,2,190.5964896,1.230562329,0.629677415,0.650620759,0.944414556,0.772740066,2902.595911
143,Testbed,2024-10-17,Pre,42.3,3,200.8409523,1.349041939,0.677797079,0.670552671,1.01658535,0.807940662,2739.843607
144,Testbed,2024-10-17,Pre,42.3,4,200.8409523,1.349041939,0.677797079,0.670552671,1.01658535,0.807940662,3328.429215
145,Testbed,2024-10-17,Pre,42.3,5,111.90168,1.295698404,0.655339777,0.665630579,0.982901275,0.791766882,2922.846983
146,Testbed,2024-10-17,Pre,42.3,6,151.058957,1.419225454,0.708006978,0.705039084,1.061894894,0.82902652,2352.726322
147,Testbed,2024-10-17,Pre,42.3,7,144.741168,1.448970675,0.713854134,0.708324373,1.070665717,0.833021998,2205.949194
148,Testbed,2024-10-17,Pre,42.3,8,149.13976,1.428957343,0.697275937,0.682124972,1.045799017,0.821622252,2386.289489
149,Testbed,2024-10-17,Pre,42.3,9,177.7916996,1.377959728,0.678055167,0.677687764,1.016971469,0.808123827,2274.691913
150,Testbed,2024-10-17,Pre,42.3,10,149.7327075,1.548884392,0.728111625,0.719211817,1.092044592,0.842650115,2332.847967
151,Testbed,2024-10-17,Pre,42.3,11,169.7901265,1.613041043,0.744252264,0.713855445,1.116256118,0.85336113,3021.183912
152,Testbed,2024-10-17,Pre,42.3,12,167.9254133,1.559503675,0.727950871,0.704761922,1.091806531,0.842542827,2730.416035
153,Testbed,2024-10-17,Pre,42.3,13,148.0640174,1.462306976,0.697876036,0.685456097,1.046700597,0.822039008,3056.245228
154,Testbed,2024-10-17,Pre,42.3,14,158.6214188,1.593927026,0.73785311,0.713076413,1.106654644,0.849138081,2889.0054
155,Testbed,2024-10-17,Pre,42.3,15,174.8177106,1.616171002,0.750539482,0.720466614,1.125687718,0.85747999,3057.964483
156,Testbed,2024-10-17,Pre,42.3,16,146.39064,1.603042603,0.738732874,0.710064232,1.107978702,0.849721074,2821.613541
157,Testbed,2024-10-17,Pre,42.3,18,212.36952,1.589029431,0.742723823,0.709304869,1.113962054,0.852355182,3550.58602
158,Testbed,2024-10-17,Pre,42.3,19,181.2128267,1.589539051,0.743923604,0.719666183,1.11576438,0.853145182,3075.585238
159,Testbed,2024-10-17,Pre,42.3,20,181.2128267,1.589539051,0.743923604,0.719666183,1.11576438,0.853145182,2942.027929
160,Testbed,2024-10-17,Pre,42.3,21,182.9377647,1.475260973,0.719982266,0.703378677,1.079853773,0.83717978,2656.154248
161,Testbed,2024-10-17,Pre,42.3,22,200.37336,1.745663524,0.758877695,0.721518993,1.138191819,0.862896502,3634.43233
162,Testbed,2024-10-17,Pre,42.2,1,188.8929079,1.30229306221008,0.64667534828186,0.659658372402191,0.969907641410827,0.785409271717071,3384.731279
163,Testbed,2024-10-17,Pre,42.2,3,217.86776,1.30954360961914,0.660298109054565,0.678624510765075,0.990343213081359,0.795376479625701,3014.166794
164,Testbed,2024-10-17,Pre,42.2,4,203.6639733,1.35133981704711,0.66617739200592,0.679205417633056,0.99916136264801,0.799627482891082,2516.729415
165,Testbed,2024-10-17,Pre,42.2,5,154.757527,1.37887048721313,0.675209999084472,0.676654458045959,1.01270592212677,0.806099712848663,2432.448264
166,Testbed,2024-10-17,Pre,42.2,6,182.5065302,1.4534728527069,0.705793678760528,0.687619864940643,1.05857646465301,0.827507257461547,3284.780479
167,Testbed,2024-10-17,Pre,42.2,7,170.6236237,1.56264531612396,0.725388586521148,0.692861676216125,1.08796548843383,0.84082406759262,2725.949836
168,Testbed,2024-10-17,Pre,42.2,8,133.89464,1.48798847198486,0.701606094837188,0.697659730911254,1.05229794979095,0.824621856212616,1996.56081
169,Testbed,2024-10-17,Pre,42.2,9,221.3176361,1.40184044837951,0.685157418251037,0.692043006420135,1.02762603759765,0.813147962093353,3811.300177
170,Testbed,2024-10-17,Pre,42.2,10,167.1493012,1.58520412445068,0.738037467002868,0.693233072757721,1.10693418979644,0.849260568618774,2079.807738
171,Testbed,2024-10-17,Pre,42.2,11,168.3836,1.55065882205963,0.727873742580413,0.692147016525268,1.09169423580169,0.842491626739502,3226.262153
172,Testbed,2024-10-17,Pre,42.2,12,190.5801985,1.44019305706024,0.714095771312713,0.699780225753784,1.07102489471435,0.833186089992523,3245.280075
173,Testbed,2024-10-17,Pre,42.2,13,203.87224,1.39959609508514,0.689148306846618,0.697957396507263,1.03361070156097,0.815952122211456,3628.070391
174,Testbed,2024-10-17,Pre,42.2,14,186.6684447,1.61216235160827,0.748081862926483,0.70448875427246,1.12200319766998,0.855873763561248,3399.888481
175,Testbed,2024-10-17,Pre,42.2,15,221.2512923,1.52279686927795,0.724078834056854,0.687211751937866,1.08600187301635,0.839943528175354,3192.87718
176,Testbed,2024-10-17,Pre,42.2,16,197.5665662,1.57439446449279,0.741140186786651,0.702539801597595,1.11158800125122,0.851311445236206,2622.498798
177,Testbed,2024-10-17,Pre,42.2,17,181.7993056,1.51864755153656,0.713022351264953,0.691333770751953,1.06941533088684,0.832454919815063,3076.045047
178,Testbed,2024-10-17,Pre,42.2,18,196.9389755,1.5709410905838,0.730659008026123,0.692606151103973,1.09586775302886,0.844354152679443,3749.937837
179,Testbed,2024-10-17,Pre,42.2,19,179.38008,1.43045079708099,0.707592189311981,0.689632952213287,1.06127321720123,0.828742146492004,2754.880108
180,Testbed,2024-10-17,Pre,42.2,20,218.3356953,1.6173391342163,0.744904696941375,0.70529019832611,1.11723458766937,0.853789925575256,3365.988677
181,Testbed,2024-10-17,Pre,42.2,21,208.9859877,1.58242392539978,0.731092453002929,0.703590869903564,1.09651744365692,0.844643414020538,3056.273766
182,Testbed,2024-10-17,Pre,42.2,22,229.1324468,1.60831618309021,0.741614341735839,0.711976170539856,1.1123012304306,0.851624429225921,3387.453098
183,Testbed,2024-10-17,Pre,42.4,1,172.9256243,1.41145134,0.68328321,0.668939054,1.024814725,0.811826289,3029.63564
184,Testbed,2024-10-17,Pre,42.4,4,141.299677,1.433433533,0.70423454,0.6787166,1.056237102,0.826434314,2642.257735
185,Testbed,2024-10-17,Pre,42.4,5,132.5889355,1.394196749,0.674080431,0.664469481,1.011012554,0.805294216,3476.154588
186,Testbed,2024-10-17,Pre,42.4,6,143.4660443,1.525508761,0.719698608,0.706472993,1.079431653,0.836988449,2789.518384
187,Testbed,2024-10-17,Pre,42.4,9,178.0709752,1.397385716,0.674898028,0.66275847,1.012238383,0.805877388,3515.907201
188,Testbed,2024-10-17,Pre,42.4,12,209.713067,1.608464599,0.726221085,0.705396831,1.089214921,0.841383278,3187.569004
189,Testbed,2024-10-17,Pre,42.4,14,225.36536,1.413222432,0.704231441,0.695810974,1.056233168,0.826432288,3364.531547
190,Testbed,2024-10-17,Pre,42.4,15,181.2128267,1.333022714,0.682498395,0.675593972,1.02363658,0.811271846,2659.388208
191,Testbed,2024-10-17,Pre,42.4,18,191.9649404,1.350340366,0.693203866,0.685205042,1.039693713,0.818788409,2885.747514
192,Testbed,2024-10-17,Pre,42.4,19,194.4086027,1.324335575,0.677213848,0.673659682,1.015712976,0.807526529,2504.984404
193,Testbed,2024-10-17,Pre,42.4,22,145.1688089,1.353863239,0.676728725,0.675652564,1.014984488,0.807181358,2327.172432
194,Testbed,2024-10-17,Pre,42.1,1,142.9981089,1.57112813,0.730810106,0.716213346,1.096098661,0.8444556,3028.567727
195,Testbed,2024-10-17,Pre,42.1,2,142.9981089,1.57112813,0.730810106,0.716213346,1.096098661,0.8444556,2599.287082
196,Testbed,2024-10-17,Pre,42.1,4,100.1137867,1.47415638,0.714640737,0.714995861,1.071850061,0.833558142,2315.080233
197,Testbed,2024-10-17,Pre,42.1,5,127.3385991,1.507145405,0.716803014,0.709987462,1.07509172,0.835027158,2280.636525
198,Testbed,2024-10-17,Pre,42.1,6,112.2294439,1.51061511,0.723913014,0.716078758,1.085751534,0.83983171,2162.196308
199,Testbed,2024-10-17,Pre,42.1,7,154.638,1.339225292,0.682396054,0.695916593,1.023483753,0.811199665,2640.661272
200,Testbed,2024-10-17,Pre,42.1,8,189.5212782,1.519841313,0.724311829,0.713868022,1.08635366,0.840100646,2817.043925
201,Testbed,2024-10-17,Pre,42.1,9,191.75112,1.339308023,0.677991152,0.691554964,1.016879439,0.808079064,2471.660028
202,Testbed,2024-10-17,Pre,42.1,10,243.3105961,1.459946036,0.716542184,0.694836676,1.074698567,0.834849775,3090.163943
203,Testbed,2024-10-17,Pre,42.1,11,209.070576,1.341503024,0.681649506,0.68512398,1.022368789,0.8106727,3036.105182
204,Testbed,2024-10-17,Pre,42.1,12,205.9549067,1.461325526,0.719029367,0.71610707,1.078429341,0.836535811,3460.612785
205,Testbed,2024-10-17,Pre,42.1,13,181.5315652,1.389740944,0.6996997,0.703353405,1.049437046,0.823303223,2401.397439
206,Testbed,2024-10-17,Pre,42.1,14,177.9735535,1.475431204,0.717128932,0.697007716,1.075579524,0.835248113,2662.671786
207,Testbed,2024-10-17,Pre,42.1,15,183.8002337,1.365096807,0.67340982,0.682885885,1.010009408,0.804815888,2760.931792
208,Testbed,2024-10-17,Pre,42.1,17,115.3899251,1.3482306,0.686548233,0.69155705,1.029713392,0.814126968,2013.176085
209,Testbed,2024-10-17,Pre,42.1,18,160.2462048,1.466116428,0.715193868,0.706514835,1.072677135,0.833933949,2630.613437
210,Testbed,2024-10-17,Pre,42.1,19,165.5035695,1.347432017,0.658094406,0.670773149,0.987037599,0.79377526,3007.740706
211,Testbed,2024-10-17,Pre,42.1,20,173.88184,1.399413109,0.687804878,0.688162923,1.031597972,0.815009952,2078.256531
212,Testbed,2024-10-17,Pre,42.1,21,144.7075053,1.344466925,0.676570475,0.679421782,1.014747977,0.807068884,2504.832629
213,Testbed,2024-10-17,Pre,42.1,22,174.8177106,1.404168844,0.691586792,0.681202352,1.037269711,0.817659378,2584.946897
214,Testbed,2024-10-30,Pre,28.1,1,31.85301649,1.1936662197113,0.452307701110839,0.472986161708831,0.67839628458023,0.622850239276886,1515.884089
215,Testbed,2024-10-30,Pre,28.1,2,31.85301649,1.1936662197113,0.452307701110839,0.472986161708831,0.67839628458023,0.622850239276886,1324.253817
216,Testbed,2024-10-30,Pre,28.1,3,19.15532667,1.15434896945953,0.440352886915206,0.477764666080474,0.660466015338897,0.611419737339019,1082.188244
217,Testbed,2024-10-30,Pre,28.1,4,36.90202686,1.18959295749664,0.447651386260986,0.484045624732971,0.671413779258728,0.618421137332916,1685.270346
218,Testbed,2024-10-30,Pre,28.1,5,32.46289484,1.11772489547729,0.428014814853668,0.460159361362457,0.64195966720581,0.599421560764312,1070.149881
219,Testbed,2024-10-31,Pre,28.1,6,33.76017543,1.1101644039154,0.428682029247283,0.462651073932647,0.642960786819458,0.600075840950012,1185.747468
220,Testbed,2024-10-31,Pre,28.1,7,31.33160919,1.08676290512084,0.422256380319595,0.463897138833999,0.633323729038238,0.593751192092895,1495.113671
221,Testbed,2024-10-31,Pre,28.1,8,32.17076824,1.09384644031524,0.420324236154556,0.454545468091964,0.63042402267456,0.591837227344512,1091.542657
222,Testbed,2024-10-31,Pre,28.1,9,28.18752316,1.1311672925949,0.433846145868301,0.457958549261093,0.650706648826599,0.605118155479431,1126.726456
223,Testbed,2024-10-31,Pre,28.1,11,22.53059032,1.0517144203186,0.426389157772064,0.466431081295013,0.639522671699523,0.59782588481903,1673.141575
224,Testbed,2024-10-31,Pre,28.1,12,29.38122,1.12868654727935,0.432369023561477,0.463258773088455,0.648490190505981,0.603679120540618,1405.493011
225,Testbed,2024-10-31,Pre,28.1,13,31.70203507,1.13037157058715,0.427394032478332,0.459470301866531,0.64102816581726,0.598812162876129,1395.245953
226,Testbed,2024-11-01,Pre,28.1,14,31.70203507,1.13037157058715,0.427394032478332,0.459470301866531,0.64102816581726,0.598812162876129,1183.326947
227,Testbed,2024-11-01,Pre,28.1,15,35.60777164,1.15643489360809,0.438515067100524,0.464278697967529,0.657709062099456,0.609645426273346,1176.69104
228,Testbed,2024-11-01,Pre,28.1,16,35.60777164,1.15643489360809,0.438515067100524,0.464278697967529,0.657709062099456,0.609645426273346,1145.2905
229,Testbed,2024-11-01,Pre,28.1,17,18.48887333,1.06021440029144,0.424573510885238,0.453834116458892,0.636799216270446,0.59603863954544,1189.968258
230,Testbed,2024-11-01,Pre,28.1,18,31.52391647,1.15643489360809,0.438515067100524,0.464278697967529,0.657709062099456,0.609645426273346,1366.056579
231,Testbed,2024-11-01,Pre,28.1,19,44.9323861,1.114963889122,0.439630270004272,0.465307712554931,0.659381926059722,0.610722601413726,1450.519524
232,Testbed,2024-11-01,Pre,28.1,20,44.9323861,1.114963889122,0.439630270004272,0.465307712554931,0.659381926059722,0.610722601413726,1537.248322
233,Testbed,2024-11-01,Pre,28.1,22,32.17076824,1.12495017051696,0.434063822031021,0.463318943977355,0.651033163070678,0.605329930782318,1287.93377
234,Testbed,2024-11-01,Pre,28.2,1,39.52279073,1.19460296630859,0.452793061733245,0.469850748777389,0.679122805595398,0.623309671878814,1785.515525
235,Testbed,2024-11-01,Pre,28.2,2,36.68124811,1.1177932024002,0.432583183050155,0.460105866193771,0.648812413215637,0.603888392448425,1660.988677
236,Testbed,2024-11-01,Pre,28.2,3,36.48311333,1.17688024044036,0.444736838340759,0.476089864969253,0.667042553424835,0.615634083747863,1411.04439
237,Testbed,2024-11-01,Pre,28.2,4,29.71604872,1.15901744365692,0.442237228155136,0.469443887472152,0.663291871547699,0.613233864307403,1725.209111
238,Testbed,2024-11-01,Pre,28.2,5,40.88170533,1.13465476036071,0.44847548007965,0.474656194448471,0.672648310661315,0.619206547737121,1822.828314
239,Testbed,2024-11-01,Pre,28.2,6,41.06498,1.1150974035263,0.4407819211483,0.471232891082763,0.661109507083892,0.611833274364471,1749.699177
240,Testbed,2024-11-01,Pre,28.2,7,51.57632118,1.17688024044036,0.444736838340759,0.476089864969253,0.667042553424835,0.615634083747863,1347.371397
241,Testbed,2024-11-01,Pre,28.2,8,30.50257158,1.15901744365692,0.442237228155136,0.469443887472152,0.663291871547699,0.613233864307403,1797.248952
242,Testbed,2024-11-01,Pre,28.2,9,36.01014645,1.18818342685699,0.452877074480056,0.482059270143508,0.679250717163085,0.623390138149261,1477.430219
243,Testbed,2024-11-01,Pre,28.2,10,34.11132353,1.2068612575531,0.449037909507751,0.482073277235031,0.673492729663848,0.61974287033081,1988.01117
244,Testbed,2024-11-01,Pre,28.2,11,28.51464957,1.0626755952835,0.426184922456741,0.459062010049819,0.639215290546417,0.597624540328979,1476.094168
245,Testbed,2024-11-01,Pre,28.2,12,26.95283067,1.25316452980041,0.45482388138771,0.482059270143508,0.682170569896698,0.625232338905334,1392.129263
246,Testbed,2024-11-01,Pre,28.2,13,32.48439333,1.18171954154968,0.457879662513732,0.488880217075347,0.686753869056701,0.62811404466629,1380.523086
247,Testbed,2024-11-01,Pre,28.2,14,36.29019263,1.15580654144287,0.444209724664688,0.474220752716064,0.666250586509704,0.615128099918365,1657.586329
248,Testbed,2024-11-01,Pre,28.2,15,35.56674,1.17976379394531,0.445255488157272,0.478482991456985,0.667819082736969,0.616130173206329,1207.347134
249,Testbed,2024-11-01,Pre,28.2,16,21.82114,1.19383442401885,0.455594003200531,0.485288351774215,0.683325350284576,0.625959575176239,1180.663437
