interval_from,interval_to,CB_min,CB_max,CB_mean,CB_stDev,Gray_B0_sampleCount,Gray_B0_noDataCount,Gray_B0_percentiles_50.0
2024-08-16,2024-08-17,0.6169999837875366,0.6899999976158142,0.6585032309530959,0.01937707521921616,65536,0,0.6589999794960022
2024-08-17,2024-08-18,0.6190000176429749,0.6869999766349792,0.6535665148148846,0.01860096625373715,65536,0,0.652999997138977
2024-08-18,2024-08-19,0.6100000143051147,0.6830000281333923,0.6505625156669378,0.019250934745764618,65536,0,0.6520000100135803
2024-08-19,2024-08-20,0.6079999804496765,0.6800000071525574,0.6477784249418572,0.018899107681464335,65536,0,0.6489999890327454
2024-08-20,2024-08-21,0.5989999771118164,0.675000011920929,0.6414689158018565,0.019650074765108473,65536,0,0.6439999938011169
2024-08-21,2024-08-22,0.5950000286102295,0.6679999828338623,0.6363064274428204,0.01887842173298223,65536,0,0.6389999985694885
2024-08-22,2024-08-23,0.5899999737739563,0.6610000133514404,0.6309736796665647,0.01809228776652161,65536,0,0.6330000162124634
2024-08-23,2024-08-24,0.5870000123977661,0.6520000100135803,0.6259658517292322,0.015186615991269867,65536,0,0.628000020980835
2024-08-24,2024-08-25,0.5590000152587891,0.6629999876022339,0.6196577937425876,0.026457310768624075,65536,0,0.6240000128746033
2024-08-25,2024-08-26,0.5529999732971191,0.6600000262260437,0.6151030574983462,0.027218177011058622,65536,0,0.6190000176429749
2024-08-26,2024-08-27,0.5379999876022339,0.6430000066757202,0.6011171873924438,0.025741439222703253,65536,0,0.6039999723434448
2024-08-27,2024-08-28,0.5210000276565552,0.6110000014305115,0.5763292974879737,0.021085904058303115,65536,0,0.578000009059906
2024-08-28,2024-08-29,0.49900001287460327,0.5849999785423279,0.5518413567242441,0.02014017459566642,65536,0,0.5529999732971191
2024-08-29,2024-08-30,0.49799999594688416,0.5609999895095825,0.5261550921359248,0.0129354132740956,65536,0,0.5270000100135803
2024-08-30,2024-08-31,0.45500001311302185,0.546999990940094,0.4986721673922131,0.019725228399750366,65536,0,0.49799999594688416
2024-08-31,2024-09-01,0.460999995470047,0.5239999890327454,0.48479560833129925,0.015478475522543557,65536,0,0.4830000102519989
2024-09-01,2024-09-02,0.4359999895095825,0.5249999761581421,0.4817700496514586,0.01778407765459587,65536,0,0.48100000619888306
2024-09-02,2024-09-03,0.43299999833106995,0.5289999842643738,0.4790197598272247,0.023679907520977306,65536,0,0.4819999933242798
2024-09-03,2024-09-04,0.4300000071525574,0.5299999713897705,0.4785391712248358,0.02478000487958741,65536,0,0.4819999933242798
2024-09-04,2024-09-05,0.41999998688697815,0.527999997138977,0.4830774857023266,0.02576146245938489,65536,0,0.4860000014305115
2024-09-05,2024-09-06,0.46799999475479126,0.5299999713897705,0.49470780772935885,0.01140124986879294,65536,0,0.4959999918937683
2024-09-06,2024-09-07,0.47200000286102295,0.5320000052452087,0.5062806242340184,0.012015702458096932,65536,0,0.5070000290870667
2024-09-07,2024-09-08,0.45500001311302185,0.5580000281333923,0.5163600747218868,0.017745454181993945,65536,0,0.5170000195503235
2024-09-08,2024-09-09,0.5049999952316284,0.574999988079071,0.5344977413260514,0.01309839536797044,65536,0,0.5360000133514404
2024-09-09,2024-09-10,0.5049999952316284,0.5910000205039978,0.5460990171814001,0.016682646132141897,65536,0,0.5479999780654907
2024-09-10,2024-09-11,0.5120000243186951,0.5979999899864197,0.5535467840745699,0.015322460154818824,65536,0,0.5540000200271606
2024-09-11,2024-09-12,0.5149999856948853,0.6000000238418579,0.5576354372205962,0.015735077518452302,65536,0,0.5600000023841858
2024-09-12,2024-09-13,0.5189999938011169,0.6029999852180481,0.5612758938523242,0.01541552943180829,65536,0,0.5640000104904175
2024-09-13,2024-09-14,0.5199999809265137,0.6000000238418579,0.5599950402629428,0.014770064494220051,65536,0,0.5630000233650208
2024-09-14,2024-09-15,0.5239999890327454,0.6010000109672546,0.5630936737788981,0.014263075124800587,65536,0,0.5659999847412109
2024-09-15,2024-09-16,0.5040000081062317,0.6000000238418579,0.5613799427637773,0.020811748770732715,65536,0,0.5669999718666077
2024-09-16,2024-09-17,0.5070000290870667,0.597000002861023,0.560885067105123,0.019994503716445386,65536,0,0.5669999718666077
2024-09-17,2024-09-18,0.49300000071525574,0.6019999980926514,0.5616010896910595,0.024270873819876075,65536,0,0.5680000185966492
2024-09-18,2024-09-19,0.4860000014305115,0.6029999852180481,0.5616768192621754,0.022800374771590803,65536,0,0.5669999718666077
2024-09-19,2024-09-20,0.48399999737739563,0.6019999980926514,0.5617205930493572,0.02289682641040037,65536,0,0.5669999718666077
2024-09-20,2024-09-21,0.48399999737739563,0.6029999852180481,0.5629197989164888,0.022911950720928193,65536,0,0.5690000057220459
2024-09-21,2024-09-22,0.48399999737739563,0.6029999852180481,0.5638817729368335,0.02298809093686164,65536,0,0.5699999928474426
2024-09-22,2024-09-23,0.4830000102519989,0.6029999852180481,0.5638392142418568,0.023074864748468014,65536,0,0.5709999799728394
2024-09-23,2024-09-24,0.4830000102519989,0.6029999852180481,0.5637803304516604,0.02304961616676026,65536,0,0.5709999799728394
2024-09-24,2024-09-25,0.4830000102519989,0.6029999852180481,0.5637878538191217,0.023055173376593473,65536,0,0.5709999799728394
2024-09-25,2024-09-26,0.47999998927116394,0.6290000081062317,0.5671481172648747,0.03625846056532704,65536,0,0.5730000138282776
2024-09-26,2024-09-27,0.47600001096725464,0.6299999952316284,0.5721413743840472,0.03944349183277746,65536,0,0.5820000171661377
2024-09-27,2024-09-28,0.48100000619888306,0.6359999775886536,0.5777556916800611,0.039817979209346974,65536,0,0.5879999995231628
2024-09-28,2024-09-29,0.4860000014305115,0.6420000195503235,0.5834908332017255,0.04018153668236872,65536,0,0.593999981880188
2024-09-29,2024-09-30,0.546999990940094,0.675000011920929,0.6103316497465142,0.034574220951905356,65536,0,0.6079999804496765
2024-09-30,2024-10-01,0.5849999785423279,0.6869999766349792,0.6379797986528493,0.02681895908930675,65536,0,0.6399999856948853
2024-10-01,2024-10-02,0.6019999980926514,0.7129999995231628,0.660468305466558,0.027626738669730908,65536,0,0.6589999794960022
2024-10-02,2024-10-03,0.621999979019165,0.7379999756813049,0.6856941828036821,0.028276286807712263,65536,0,0.6800000071525574
2024-10-03,2024-10-04,0.652999997138977,0.7609999775886536,0.7079561000209657,0.02606206418371508,65536,0,0.7089999914169312
2024-10-04,2024-10-05,0.5149999856948853,0.878000020980835,0.6981443959357423,0.10021419158029503,65536,0,0.7080000042915344
2024-10-05,2024-10-06,0.5789999961853027,0.8270000219345093,0.6856252895122401,0.06310715832999556,65536,0,0.6830000281333923
2024-10-06,2024-10-07,0.5400000214576721,0.8410000205039978,0.6759058848965575,0.08636294370667967,65536,0,0.6650000214576721
2024-10-07,2024-10-08,0.4749999940395355,0.8560000061988831,0.6693558045453749,0.1075056588824715,65536,0,0.6620000004768372
2024-10-08,2024-10-09,0.5210000276565552,0.8360000252723694,0.6584374209387623,0.09018361525749216,65536,0,0.6449999809265137
2024-10-09,2024-10-10,0.48500001430511475,0.8519999980926514,0.6651084922968891,0.10540315982242542,65536,0,0.6710000038146973
2024-10-10,2024-10-11,0.5440000295639038,0.8109999895095825,0.6615168424496086,0.07660224291927732,65536,0,0.6549999713897705
2024-10-11,2024-10-12,0.5479999780654907,0.8069999814033508,0.6637769314802405,0.07248418497778909,65536,0,0.6549999713897705
2024-10-12,2024-10-13,0.49799999594688416,0.8389999866485596,0.6699103092059904,0.09123985147227161,65536,0,0.6740000247955322
2024-10-13,2024-10-14,0.5619999766349792,0.7929999828338623,0.6715532073203507,0.061194062394284134,65536,0,0.6700000166893005
2024-10-14,2024-10-15,0.5230000019073486,0.8389999866485596,0.6750277564296918,0.08827353256269047,65536,0,0.6660000085830688
2024-10-15,2024-10-16,0.5709999799728394,0.7850000262260437,0.6777705812346481,0.05728648552036037,65536,0,0.6740000247955322
2024-10-16,2024-10-17,0.5699999928474426,0.8180000185966492,0.679195054591217,0.06660881978510634,65536,0,0.6679999828338623
2024-10-17,2024-10-18,0.5450000166893005,0.8209999799728394,0.680394365518622,0.0753925323977302,65536,0,0.675000011920929
2024-10-18,2024-10-19,0.5450000166893005,0.8209999799728394,0.6802240599290559,0.07558513442220506,65536,0,0.675000011920929
2024-10-19,2024-10-20,0.5329999923706055,0.8130000233650208,0.6745139321146778,0.06811629141039248,65536,0,0.6570000052452087
2024-10-20,2024-10-21,0.5630000233650208,0.8059999942779541,0.6625518947794229,0.04218447967741361,65536,0,0.6579999923706055
2024-10-21,2024-10-22,0.5590000152587891,0.8019999861717224,0.6562929531983155,0.041779116488429566,65536,0,0.6510000228881836
2024-10-22,2024-10-23,0.5239999890327454,0.8119999766349792,0.6463413210694893,0.051667735663447005,65536,0,0.6349999904632568
2024-10-23,2024-10-24,0.5600000023841858,0.7110000252723694,0.655870773057361,0.03258977993176809,65536,0,0.6579999923706055
2024-10-24,2024-10-25,0.5049999952316284,0.7739999890327454,0.6657751279499288,0.06088660881515901,65536,0,0.6650000214576721
2024-10-25,2024-10-26,0.5090000033378601,0.781000018119812,0.6712640364567067,0.06143025648942128,65536,0,0.6710000038146973
2024-10-26,2024-10-27,0.5979999899864197,0.7549999952316284,0.6765958252663022,0.032478932545776426,65536,0,0.6759999990463257
2024-10-27,2024-10-28,0.550000011920929,0.8399999737739563,0.6924827873308519,0.06230401688426179,65536,0,0.6809999942779541
2024-10-28,2024-10-29,0.5519999861717224,0.8429999947547913,0.6943489855620963,0.06262301475267902,65536,0,0.6830000281333923
2024-10-29,2024-10-30,0.5210000276565552,0.8240000009536743,0.6993470915131248,0.07034939788269104,65536,0,0.6980000138282776
2024-10-30,2024-10-31,0.6449999809265137,0.7599999904632568,0.702936418408169,0.024589925626611407,65536,0,0.7059999704360962
2024-10-31,2024-11-01,0.6489999890327454,0.7649999856948853,0.7061629029212823,0.024628668502357755,65536,0,0.7089999914169312
2024-11-01,2024-11-02,0.6079999804496765,0.8410000205039978,0.713392375473638,0.049497555280617375,65536,0,0.7059999704360962
2024-11-02,2024-11-03,0.6499999761581421,0.8009999990463257,0.711475569798493,0.034773960770875904,65536,0,0.7089999914169312
2024-11-03,2024-11-04,0.6549999713897705,0.8100000023841858,0.7171712928575336,0.035516975515211435,65536,0,0.7139999866485596
2024-11-04,2024-11-05,0.6470000147819519,0.7770000100135803,0.7050206477761097,0.031184943925333095,65536,0,0.7020000219345093
2024-11-05,2024-11-06,0.6370000243186951,0.7699999809265137,0.6907646325835215,0.03125909270675395,65536,0,0.6909999847412109
2024-11-06,2024-11-07,0.5640000104904175,0.7940000295639038,0.6794596392837783,0.05258370170057599,65536,0,0.6819999814033508
2024-11-07,2024-11-08,0.5910000205039978,0.7490000128746033,0.6688212899689487,0.037491686040879886,65536,0,0.6690000295639038
2024-11-08,2024-11-09,0.5809999704360962,0.7350000143051147,0.657124965737237,0.03678440082486765,65536,0,0.6570000052452087
2024-11-09,2024-11-10,0.5799999833106995,0.7350000143051147,0.6565371537190073,0.036851265471005486,65536,0,0.6570000052452087
2024-11-10,2024-11-11,0.5799999833106995,0.734000027179718,0.6561356036790998,0.03682730387923346,65536,0,0.656000018119812
2024-11-11,2024-11-12,0.5529999732971191,0.7540000081062317,0.6579595636467273,0.04195306648325364,65536,0,0.6539999842643738
2024-11-12,2024-11-13,0.5979999899864197,0.7099999785423279,0.6552445191819084,0.02557519658361278,65536,0,0.6539999842643738
2024-11-13,2024-11-14,0.597000002861023,0.7110000252723694,0.6542401745855374,0.026034350584029177,65536,0,0.6520000100135803
2024-11-14,2024-11-15,0.5960000157356262,0.7129999995231628,0.6533224765907969,0.026635516709129132,65536,0,0.6499999761581421
2024-11-15,2024-11-16,0.6190000176429749,0.7020000219345093,0.6565186789393884,0.02062176857113731,65536,0,0.6579999923706055
2024-11-16,2024-11-17,0.5709999799728394,0.7149999737739563,0.6448850690749196,0.03229322794887357,65536,0,0.6480000019073486
2024-11-17,2024-11-18,0.5559999942779541,0.7170000076293945,0.6352888957162509,0.03260930898345373,65536,0,0.6359999775886536
2024-11-18,2024-11-19,0.5479999780654907,0.7059999704360962,0.6260435643034798,0.032098233777926706,65536,0,0.6269999742507935
2024-11-19,2024-11-20,0.5709999799728394,0.652999997138977,0.6188726982236477,0.01714457000846978,65536,0,0.6209999918937683
2024-11-20,2024-11-21,0.5770000219345093,0.6330000162124634,0.608283140570172,0.012814854548964506,65536,0,0.609000027179718
2024-11-21,2024-11-22,0.5770000219345093,0.6320000290870667,0.6072835681443413,0.012718651917946463,65536,0,0.6079999804496765
2024-11-22,2024-11-23,0.5759999752044678,0.6309999823570251,0.6062317183705033,0.012651923648584258,65536,0,0.6069999933242798
2024-11-23,2024-11-24,0.5410000085830688,0.6510000228881836,0.6069133468463404,0.02369674733130221,65536,0,0.6079999804496765
2024-11-24,2024-11-25,0.5709999799728394,0.6330000162124634,0.6063388387137864,0.013671712040199981,65536,0,0.6079999804496765
2024-11-25,2024-11-26,0.5699999928474426,0.6320000290870667,0.6049103862733385,0.013548324341617806,65536,0,0.6060000061988831
2024-11-26,2024-11-27,0.5699999928474426,0.6309999823570251,0.603525374192028,0.013592514582032594,65536,0,0.6039999723434448
2024-11-27,2024-11-28,0.5699999928474426,0.6299999952316284,0.6022126742473132,0.01358702235631663,65536,0,0.6019999980926514
2024-11-28,2024-11-29,0.5730000138282776,0.6340000033378601,0.6082661577884204,0.013754086855764578,65536,0,0.609000027179718
2024-11-29,2024-11-30,0.5820000171661377,0.6579999923706055,0.6168864761657371,0.01733109513918223,65536,0,0.6179999709129333
2024-11-30,2024-12-01,0.5910000205039978,0.6669999957084656,0.6260405596976883,0.01756558519155572,65536,0,0.6269999742507935
2024-12-01,2024-12-02,0.6000000238418579,0.6779999732971191,0.6356910106424001,0.01785658937791862,65536,0,0.6370000243186951
2024-12-02,2024-12-03,0.6100000143051147,0.6890000104904175,0.6458331159401467,0.018112520551900702,65536,0,0.6470000147819519
2024-12-03,2024-12-04,0.6110000014305115,0.6899999976158142,0.6472079004825029,0.018161515508896907,65536,0,0.6480000019073486
2024-12-04,2024-12-05,0.5920000076293945,0.6919999718666077,0.6504846501193315,0.018106423593116237,65536,0,0.6539999842643738
2024-12-05,2024-12-06,0.5929999947547913,0.6930000185966492,0.6515835393965892,0.01817171558202553,65536,0,0.6549999713897705
2024-12-06,2024-12-07,0.6110000014305115,0.7059999704360962,0.649477481438226,0.02321746900748053,65536,0,0.6480000019073486
2024-12-07,2024-12-08,0.6010000109672546,0.6940000057220459,0.6496128077887987,0.016456694962344556,65536,0,0.6480000019073486
2024-12-08,2024-12-09,0.6029999852180481,0.7170000076293945,0.6485627746815262,0.024254850467465942,65536,0,0.6470000147819519
2024-12-09,2024-12-10,0.6050000190734863,0.718999981880188,0.6496400003343258,0.024627672860666656,65536,0,0.6489999890327454
2024-12-10,2024-12-11,0.597000002861023,0.7139999866485596,0.6504637466769039,0.020190256581972064,65536,0,0.6499999761581421
2024-12-11,2024-12-12,0.6000000238418579,0.7110000252723694,0.6503441164250094,0.022017543648449864,65536,0,0.6499999761581421
2024-12-12,2024-12-13,0.6060000061988831,0.7179999947547913,0.6560899061041678,0.02238976310576798,65536,0,0.656000018119812
2024-12-13,2024-12-14,0.5989999771118164,0.6930000185966492,0.6479447676338139,0.02105925108650463,65536,0,0.6470000147819519
2024-12-14,2024-12-15,0.5889999866485596,0.6819999814033508,0.6377335187426095,0.020841567147372512,65536,0,0.6370000243186951
2024-12-15,2024-12-16,0.5809999704360962,0.6740000247955322,0.6294894754510103,0.020599611510248476,65536,0,0.6290000081062317
2024-12-16,2024-12-17,0.5680000185966492,0.6869999766349792,0.6274166720195297,0.025131350235389024,65536,0,0.628000020980835
2024-12-17,2024-12-18,0.5669999718666077,0.6859999895095825,0.6268306881702302,0.025095051630620178,65536,0,0.628000020980835
2024-12-18,2024-12-19,0.578000009059906,0.6990000009536743,0.6381333636509234,0.025556711486318544,65536,0,0.6389999985694885
2024-12-19,2024-12-20,0.5899999737739563,0.6940000057220459,0.649274233166591,0.019965195776219056,65536,0,0.6520000100135803
2024-12-20,2024-12-21,0.5960000157356262,0.7020000219345093,0.6565661927561494,0.020298010416967965,65536,0,0.6589999794960022
2024-12-21,2024-12-22,0.5920000076293945,0.6970000267028809,0.6518699967882606,0.02007416818173831,65536,0,0.6539999842643738
2024-12-22,2024-12-23,0.5690000057220459,0.6819999814033508,0.6262034619403508,0.022062633623789216,65536,0,0.6240000128746033
2024-12-23,2024-12-24,0.546999990940094,0.6570000052452087,0.6005364688280704,0.022264321739994427,65536,0,0.6000000238418579
2024-12-24,2024-12-25,0.527999997138977,0.6340000033378601,0.5791875784252605,0.0214988348749094,65536,0,0.5789999961853027
2024-12-25,2024-12-26,0.5080000162124634,0.6100000143051147,0.557868315436291,0.02068412938681205,65536,0,0.5569999814033508
2024-12-26,2024-12-27,0.48899999260902405,0.5870000123977661,0.5365749526476924,0.019865558371709943,65536,0,0.5360000133514404
2024-12-27,2024-12-28,0.48899999260902405,0.5870000123977661,0.5365749526476924,0.019865558371709943,65536,0,0.5360000133514404
2024-12-28,2024-12-29,0.48899999260902405,0.5870000123977661,0.5365749526476924,0.019865558371709943,65536,0,0.5360000133514404
2024-12-29,2024-12-30,0.48899999260902405,0.5870000123977661,0.5365749526476924,0.019865558371709943,65536,0,0.5360000133514404
2024-12-30,2024-12-31,0.48899999260902405,0.5870000123977661,0.5365674297131603,0.019875050371397328,65536,0,0.5360000133514404
2024-12-31,2025-01-01,0.48899999260902405,0.5870000123977661,0.5365674297131603,0.019875050371397328,65536,0,0.5360000133514404
2025-01-01,2025-01-02,0.48899999260902405,0.5870000123977661,0.5365185716996155,0.019837375135247706,65536,0,0.5360000133514404
2025-01-02,2025-01-03,0.48899999260902405,0.5870000123977661,0.5365110492134642,0.01984837471774051,65536,0,0.5360000133514404
2025-01-03,2025-01-04,0.48399999737739563,0.5839999914169312,0.5401188033338237,0.02102493132718039,65536,0,0.5450000166893005
2025-01-04,2025-01-05,0.4860000014305115,0.5879999995231628,0.5432495253667105,0.021205723262008314,65536,0,0.5479999780654907
2025-01-05,2025-01-06,0.48899999260902405,0.5910000205039978,0.5465533910664834,0.021330710805320036,65536,0,0.5519999861717224
2025-01-06,2025-01-07,0.492000013589859,0.5950000286102295,0.5499583749724514,0.021433523476912908,65536,0,0.5550000071525574
2025-01-07,2025-01-08,0.4959999918937683,0.5989999771118164,0.553563152341672,0.021618207907941844,65536,0,0.5590000152587891
2025-01-08,2025-01-09,0.4959999918937683,0.6000000238418579,0.5542630756090213,0.02162309047131754,65536,0,0.5590000152587891
2025-01-09,2025-01-10,0.4970000088214874,0.6000000238418579,0.5550723256055764,0.0216945116897032,65536,0,0.5600000023841858
2025-01-10,2025-01-11,0.4970000088214874,0.6010000109672546,0.5556678018710987,0.021682799072722286,65536,0,0.5609999895095825
2025-01-11,2025-01-12,0.49799999594688416,0.6019999980926514,0.5562825667238963,0.021745208291391666,65536,0,0.5609999895095825
2025-01-12,2025-01-13,0.49900001287460327,0.6029999852180481,0.557071229141005,0.021742535187081077,65536,0,0.5619999766349792
2025-01-13,2025-01-14,0.49900001287460327,0.6029999852180481,0.5575839389121057,0.021757748866708213,65536,0,0.5630000233650208
2025-01-14,2025-01-15,0.5,0.6039999723434448,0.5582098510367303,0.021769324990733193,65536,0,0.5630000233650208
2025-01-15,2025-01-16,0.5099999904632568,0.625,0.5735618141898071,0.023677103406924506,65536,0,0.574999988079071
2025-01-16,2025-01-17,0.5350000262260437,0.6449999809265137,0.5903921848948775,0.02205659364833818,65536,0,0.5889999866485596
2025-01-17,2025-01-18,0.5509999990463257,0.6660000085830688,0.6083193827516891,0.02341528628709716,65536,0,0.6050000190734863
2025-01-18,2025-01-19,0.5669999718666077,0.6880000233650208,0.627201278250137,0.024966196119421285,65536,0,0.6230000257492065
2025-01-19,2025-01-20,0.5849999785423279,0.7110000252723694,0.6471622635826839,0.026368097936402202,65536,0,0.6420000195503235
2025-01-20,2025-01-21,0.46399998664855957,0.8159999847412109,0.6411342286219299,0.07376082718770634,65536,0,0.6520000100135803
2025-01-21,2025-01-22,0.4580000042915344,0.8090000152587891,0.6350265372893734,0.07320441610408966,65536,0,0.6460000276565552
2025-01-22,2025-01-23,0.4519999921321869,0.8009999990463257,0.6283245834333662,0.07282039001405194,65536,0,0.6399999856948853
2025-01-23,2025-01-24,0.382999986410141,0.7820000052452087,0.629425155618721,0.09851785195560704,65536,0,0.6420000195503235
2025-01-24,2025-01-25,0.43700000643730164,0.7310000061988831,0.6216437241700963,0.06355539168113443,65536,0,0.6309999823570251
2025-01-25,2025-01-26,0.4300000071525574,0.7260000109672546,0.6336898959930286,0.06197938869829147,65536,0,0.6480000019073486
2025-01-26,2025-01-27,0.48500001430511475,0.7279999852180481,0.6430906363984862,0.0507137400759658,65536,0,0.652999997138977
2025-01-27,2025-01-28,0.48500001430511475,0.6809999942779541,0.5879714167631402,0.04855152647284648,65536,0,0.5989999771118164
2025-01-28,2025-01-29,0.453000009059906,0.6259999871253967,0.5487083589323548,0.035215028604703436,65536,0,0.5550000071525574
2025-01-29,2025-01-30,0.39800000190734863,0.5580000281333923,0.49452598733841635,0.028536859796747558,65536,0,0.4950000047683716
2025-01-30,2025-01-31,0.35100001096725464,0.492000013589859,0.43586476256586804,0.02518908583746315,65536,0,0.43700000643730164
2025-01-31,2025-02-01,0.3009999990463257,0.421999990940094,0.3740370170521613,0.021649703989103302,65536,0,0.375
2025-02-01,2025-02-02,0.31200000643730164,0.40299999713897705,0.36518635735501476,0.016078298854237876,65536,0,0.3659999966621399
2025-02-02,2025-02-03,0.3100000023841858,0.3919999897480011,0.35307492102811067,0.015236137559625646,65536,0,0.3540000021457672
