interval_from,interval_to,CB_min,CB_max,CB_mean,CB_stDev,Gray_B0_sampleCount,Gray_B0_noDataCount,Gray_B0_percentiles_50.0
2024-07-01,2024-07-02,0.27900001406669617,0.34299999475479126,0.29898442148351245,0.013033146393070528,65536,0,0.296999990940094
2024-07-02,2024-07-03,0.27799999713897705,0.3580000102519989,0.30185546995835594,0.01619075043084992,65536,0,0.30000001192092896
2024-07-03,2024-07-04,0.2809999883174896,0.3619999885559082,0.3053482038321805,0.016368056844942334,65536,0,0.30300000309944153
2024-07-04,2024-07-05,0.28600001335144043,0.36800000071525574,0.3108752298771858,0.016658037811634538,65536,0,0.3089999854564667
2024-07-05,2024-07-06,0.28600001335144043,0.36800000071525574,0.3105776662487173,0.016699394981982453,65536,0,0.30799999833106995
2024-07-06,2024-07-07,0.28700000047683716,0.3930000066757202,0.31775700287516506,0.022050974343780897,65536,0,0.3149999976158142
2024-07-07,2024-07-08,0.31700000166893005,0.3779999911785126,0.33856375246841686,0.012381947854443966,65536,0,0.3370000123977661
2024-07-08,2024-07-09,0.35199999809265137,0.3889999985694885,0.36578910820162824,0.00800530964294093,65536,0,0.36399999260902405
2024-07-09,2024-07-10,0.37700000405311584,0.4169999957084656,0.3923636615463712,0.008705825082188232,65536,0,0.39100000262260437
2024-07-10,2024-07-11,0.40299999713897705,0.4449999928474426,0.4186221456789069,0.009125051401539042,65536,0,0.4169999957084656
2024-07-11,2024-07-12,0.4099999964237213,0.4779999852180481,0.43808332827438656,0.015669987063717243,65536,0,0.4359999895095825
2024-07-12,2024-07-13,0.44200000166893005,0.4790000021457672,0.4579730232262614,0.00850979397092047,65536,0,0.4569999873638153
2024-07-13,2024-07-14,0.45100000500679016,0.48899999260902405,0.46776757821589754,0.00866094672913331,65536,0,0.46700000762939453
2024-07-14,2024-07-15,0.45399999618530273,0.5099999904632568,0.481037732632103,0.01341448387106065,65536,0,0.47999998927116394
2024-07-15,2024-07-16,0.47699999809265137,0.5189999938011169,0.4993724692953956,0.009114428071384198,65536,0,0.5
2024-07-16,2024-07-17,0.49399998784065247,0.5370000004768372,0.5174370748518387,0.009455012367748374,65536,0,0.5180000066757202
2024-07-17,2024-07-18,0.503000020980835,0.546999990940094,0.5269376354908739,0.009561138142104015,65536,0,0.527999997138977
2024-07-18,2024-07-19,0.5059999823570251,0.5519999861717224,0.5372591437226251,0.01049984553231364,65536,0,0.5410000085830688
2024-07-19,2024-07-20,0.5249999761581421,0.5590000152587891,0.5451071524330479,0.008463371137338742,65536,0,0.5479999780654907
2024-07-20,2024-07-21,0.5260000228881836,0.5609999895095825,0.5468851332525467,0.008522810039046076,65536,0,0.550000011920929
2024-07-21,2024-07-22,0.527999997138977,0.5619999766349792,0.5484492012610602,0.008390941535459351,65536,0,0.5519999861717224
2024-07-22,2024-07-23,0.5299999713897705,0.5640000104904175,0.5501634398588113,0.008492446064754224,65536,0,0.5529999732971191
2024-07-23,2024-07-24,0.5260000228881836,0.5649999976158142,0.5508398440688249,0.00891289145668575,65536,0,0.5529999732971191
2024-07-24,2024-07-25,0.5260000228881836,0.5680000185966492,0.5517498304334421,0.011809012341063813,65536,0,0.5550000071525574
2024-07-25,2024-07-26,0.5320000052452087,0.5690000057220459,0.5521707318275705,0.007931967001463773,65536,0,0.5540000200271606
2024-07-26,2024-07-27,0.5339999794960022,0.5709999799728394,0.5535694304271728,0.007977203617706267,65536,0,0.5550000071525574
2024-07-27,2024-07-28,0.5350000262260437,0.5720000267028809,0.5550561252994203,0.007914260361643803,65536,0,0.5559999942779541
2024-07-28,2024-07-29,0.5460000038146973,0.5709999799728394,0.5626869781299279,0.0059645734188067765,65536,0,0.5640000104904175
2024-07-29,2024-07-30,0.5529999732971191,0.578000009059906,0.5694438502932853,0.006074879249290798,65536,0,0.5709999799728394
2024-07-30,2024-07-31,0.5299999713897705,0.5839999914169312,0.5707513126026257,0.010317266769302565,65536,0,0.574999988079071
2024-07-31,2024-08-01,0.5299999713897705,0.5839999914169312,0.5709409463915958,0.010265037961701272,65536,0,0.574999988079071
2024-08-01,2024-08-02,0.5299999713897705,0.5849999785423279,0.571226792488233,0.010302908200114856,65536,0,0.574999988079071
2024-08-02,2024-08-03,0.5249999761581421,0.5789999961853027,0.5657160671580651,0.010243849331098643,65536,0,0.5699999928474426
2024-08-03,2024-08-04,0.5350000262260437,0.574999988079071,0.5620285846225647,0.009421227471401372,65536,0,0.5659999847412109
2024-08-04,2024-08-05,0.5419999957084656,0.5770000219345093,0.5634722912563997,0.007978843369505747,65536,0,0.5649999976158142
2024-08-05,2024-08-06,0.5339999794960022,0.5770000219345093,0.5602903270228106,0.011032235528750453,65536,0,0.5619999766349792
2024-08-06,2024-08-07,0.531000018119812,0.5740000009536743,0.5567978135832099,0.010933616249220174,65536,0,0.5580000281333923
2024-08-07,2024-08-08,0.5270000100135803,0.5699999928474426,0.5534301929446931,0.010982198384822022,65536,0,0.5550000071525574
2024-08-08,2024-08-09,0.5230000019073486,0.5649999976158142,0.5483572873426895,0.010804260337572561,65536,0,0.550000011920929
2024-08-09,2024-08-10,0.5180000066757202,0.5590000152587891,0.5429524747896656,0.01072321368154873,65536,0,0.5440000295639038
2024-08-10,2024-08-11,0.5210000276565552,0.5569999814033508,0.5436088121368797,0.008863702593163622,65536,0,0.5460000038146973
2024-08-11,2024-08-12,0.5220000147819519,0.5580000281333923,0.544717895957545,0.00886578962440461,65536,0,0.546999990940094
2024-08-12,2024-08-13,0.5389999747276306,0.6000000238418579,0.5706720903153822,0.0169452101233641,65536,0,0.5709999799728394
2024-08-13,2024-08-14,0.5619999766349792,0.6259999871253967,0.5949439262249221,0.01765458152704873,65536,0,0.5950000286102295
2024-08-14,2024-08-15,0.5839999914169312,0.6510000228881836,0.6181840635117618,0.018453941762700585,65536,0,0.6179999709129333
2024-08-15,2024-08-16,0.6039999723434448,0.6729999780654907,0.6392145896170457,0.019123201445679448,65536,0,0.6389999985694885
