interval_from,interval_to,LST_min_K,LST_max_K,LST_mean_K,LST_stDev_K,Gray_B0_sampleCount,Gray_B0_noDataCount,Gray_B0_percentiles_50.0
2024-07-02,2024-07-03,312.989990234375,314.8299865722656,314.49830758571767,0.5739468545323106,65536,0,314.8299865722656
2024-07-03,2024-07-04,302.1600036621094,303.4599914550781,303.2267518043522,0.40512823790225305,65536,0,303.4599914550781
2024-07-04,2024-07-05,307.17999267578125,308.7799987792969,308.49425292015115,0.49818483346419434,65536,0,308.7799987792969
2024-07-05,2024-07-06,304.2200012207031,305.69000244140625,305.4258583784114,0.45824715746566475,65536,0,305.69000244140625
2024-07-06,2024-07-07,306.4700012207031,308.1000061035156,307.8109791278819,0.5068533061606505,65536,0,308.1000061035156
2024-07-07,2024-07-08,307.5,309.2300109863281,308.92266333103214,0.5381380951812683,65536,0,309.2300109863281
2024-07-09,2024-07-10,289.7699890136719,290.45001220703125,290.32641291618336,0.21247733300114158,65536,0,290.45001220703125
2024-07-11,2024-07-12,307.8999938964844,309.75,309.43445456027655,0.5717000838609554,65536,0,309.75
2024-07-12,2024-07-13,309.0400085449219,311.0,310.6601157188361,0.6071749727360939,65536,0,311.0
2024-07-13,2024-07-14,305.6400146484375,307.3900146484375,307.09524571896236,0.5398943683917813,65536,0,307.3900146484375
2024-07-14,2024-07-15,310.80999755859375,312.9599914550781,312.59195065498375,0.6647436604503076,65536,0,312.9599914550781
2024-07-15,2024-07-16,312.0899963378906,314.32000732421875,313.93828797340313,0.6894787604297657,65536,0,314.32000732421875
2024-07-16,2024-07-17,294.05999755859375,295.1099853515625,294.9336194992063,0.3238195164154925,65536,0,295.1099853515625
