Experiment,Date,season,Plot,Strip,MeanHeight(mm),Biomass(kg/ha),SAVI_mean,EVI_mean,NDVI_mean,MSAVI_mean,GNDVI_mean,NDRE_mean,CLRE_mean,SRre_mean,Cum_21D_Precip_in,Cum_21D_GDD,Avg_21D_SWB_in,Avg_21D_SWB_frac,Cum_21D_ETo_in,Avg_21D_Temp_C,Growth_rt_21D,GR_SWB_21D
TB_2025,4/15/2025,Spring,14.2,1,208,3164,0.64,0.72,0.85,0.69,0.77,0.64,3.48,4.48,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.2,2,233,3549,0.63,0.72,0.85,0.68,0.77,0.63,3.38,4.38,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.2,3,151,2232,0.63,0.71,0.85,0.67,0.76,0.64,3.55,4.55,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.2,4,120,1879,0.62,0.70,0.84,0.66,0.77,0.62,3.30,4.30,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.2,5,231,3156,0.61,0.68,0.84,0.65,0.76,0.60,3.06,4.06,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.2,6,263,3855,0.61,0.69,0.84,0.65,0.76,0.62,3.29,4.29,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.2,7,136,1832,0.60,0.67,0.83,0.64,0.75,0.60,3.06,4.06,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.2,8,107,1661,0.61,0.69,0.84,0.65,0.76,0.62,3.20,4.20,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.2,9,245,4035,0.60,0.67,0.83,0.63,0.75,0.60,3.00,4.00,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.2,10,240,3519,0.59,0.66,0.82,0.62,0.74,0.59,2.90,3.90,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.2,11,138,2082,0.57,0.64,0.80,0.60,0.73,0.56,2.59,3.59,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.2,12,188,2326,0.58,0.64,0.81,0.60,0.73,0.57,2.70,3.70,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.3,1,111,1428,0.62,0.70,0.84,0.66,0.75,0.61,3.14,4.14,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.3,2,111,1523,0.60,0.68,0.83,0.64,0.75,0.59,2.86,3.86,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.3,3,135,1703,0.60,0.68,0.83,0.64,0.75,0.59,2.90,3.90,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.3,4,171,2148,0.61,0.69,0.83,0.65,0.75,0.62,3.29,4.29,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.3,5,176,2026,0.60,0.68,0.83,0.64,0.75,0.62,3.29,4.29,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.3,6,119,1922,0.60,0.67,0.83,0.63,0.75,0.59,2.92,3.92,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.3,7,72,1322,0.58,0.65,0.82,0.61,0.74,0.58,2.81,3.81,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.3,8,130,1970,0.60,0.67,0.83,0.63,0.75,0.60,3.05,4.05,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.3,9,89,1599,0.60,0.68,0.83,0.63,0.76,0.59,2.91,3.91,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.3,10,77,1356,0.59,0.65,0.82,0.62,0.74,0.59,2.82,3.82,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.3,11,111,1904,0.60,0.67,0.83,0.63,0.75,0.60,2.98,3.98,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.3,12,115,2283,0.60,0.69,0.83,0.64,0.76,0.61,3.14,4.14,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.4,3,115,2425,0.61,0.69,0.84,0.65,0.76,0.61,3.13,4.13,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.4,4,120,2293,0.63,0.71,0.85,0.67,0.77,0.62,3.28,4.28,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.4,5,190,4770,0.62,0.70,0.84,0.66,0.76,0.62,3.23,4.23,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.4,6,137,2442,0.61,0.68,0.83,0.65,0.76,0.60,3.05,4.05,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.4,7,126,2606,0.61,0.68,0.83,0.64,0.76,0.61,3.07,4.07,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.4,8,157,2846,0.62,0.71,0.84,0.66,0.77,0.62,3.33,4.33,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.4,11,135,2810,0.58,0.64,0.80,0.60,0.73,0.59,2.84,3.84,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,4/15/2025,Spring,14.4,12,124,2628,0.56,0.62,0.78,0.57,0.72,0.56,2.52,3.52,2.75,406,1.18,0.25,2.84,11,0.63,0.16
TB_2025,5/5/2025,Spring,14.1,14,219,2529,0.61,0.66,0.82,0.64,0.74,0.68,4.33,5.33,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.1,15,217,2571,0.59,0.64,0.81,0.62,0.74,0.69,4.47,5.47,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.1,16,175,2436,0.58,0.63,0.80,0.61,0.74,0.68,4.28,5.28,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.1,17,191,3001,0.58,0.63,0.80,0.61,0.74,0.69,4.51,5.51,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.1,18,209,2740,0.59,0.64,0.81,0.62,0.74,0.69,4.50,5.50,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.1,19,181,2479,0.60,0.65,0.82,0.63,0.74,0.70,4.76,5.76,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.1,20,222,3083,0.59,0.63,0.80,0.62,0.74,0.69,4.50,5.50,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.1,21,229,3110,0.59,0.64,0.81,0.62,0.74,0.68,4.23,5.23,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.1,22,197,2463,0.60,0.66,0.82,0.63,0.73,0.69,4.45,5.45,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.2,13,230,3213,0.61,0.67,0.82,0.64,0.74,0.69,4.51,5.51,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.2,14,251,3419,0.63,0.70,0.83,0.67,0.75,0.71,4.94,5.94,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.2,15,253,2866,0.61,0.68,0.82,0.65,0.75,0.70,4.71,5.71,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.2,16,246,3222,0.60,0.66,0.82,0.63,0.74,0.68,4.33,5.33,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.2,17,193,1976,0.59,0.64,0.81,0.62,0.74,0.67,4.14,5.14,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.2,18,201,3990,0.60,0.66,0.81,0.63,0.75,0.69,4.41,5.41,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.2,19,196,2731,0.59,0.64,0.81,0.62,0.73,0.68,4.26,5.26,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.2,20,184,2487,0.59,0.65,0.82,0.63,0.74,0.68,4.25,5.25,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.2,21,186,2370,0.60,0.66,0.82,0.63,0.74,0.68,4.34,5.34,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.2,22,233,3083,0.58,0.63,0.80,0.61,0.73,0.68,4.21,5.21,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.3,13,202,2822,0.59,0.64,0.81,0.62,0.74,0.68,4.26,5.26,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.3,14,165,2472,0.57,0.61,0.79,0.60,0.73,0.68,4.28,5.28,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.3,15,163,2212,0.57,0.61,0.79,0.59,0.73,0.67,4.08,5.08,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.3,16,186,2625,0.59,0.63,0.81,0.61,0.73,0.67,4.15,5.15,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.3,17,255,3227,0.59,0.63,0.82,0.61,0.73,0.67,4.14,5.14,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.3,18,215,3173,0.57,0.62,0.80,0.60,0.72,0.65,3.73,4.73,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.3,19,133,1714,0.59,0.64,0.82,0.62,0.73,0.66,3.96,4.96,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.3,20,149,1810,0.59,0.64,0.82,0.62,0.74,0.68,4.19,5.19,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.3,21,199,2394,0.59,0.64,0.82,0.62,0.74,0.69,4.37,5.37,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.3,22,172,2125,0.59,0.64,0.82,0.62,0.74,0.69,4.49,5.49,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.4,13,225,2684,0.60,0.66,0.81,0.63,0.74,0.69,4.38,5.38,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.4,14,194,2325,0.59,0.65,0.81,0.62,0.74,0.68,4.24,5.24,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.4,15,196,2983,0.58,0.63,0.80,0.61,0.72,0.67,4.13,5.13,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.4,16,183,2543,0.59,0.63,0.81,0.62,0.73,0.67,4.08,5.08,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.4,17,199,2668,0.60,0.66,0.82,0.64,0.73,0.68,4.19,5.19,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.4,18,180,2529,0.58,0.62,0.80,0.60,0.72,0.68,4.32,5.32,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.4,19,178,2785,0.58,0.62,0.80,0.61,0.73,0.68,4.35,5.35,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.4,20,230,3086,0.60,0.65,0.81,0.63,0.74,0.67,4.13,5.13,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.4,21,189,2858,0.57,0.61,0.79,0.59,0.73,0.66,3.82,4.82,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,14.4,22,194,2761,0.59,0.63,0.81,0.62,0.73,0.67,4.04,5.04,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,1,375,6727,0.67,0.75,0.85,0.72,0.77,0.73,5.32,6.32,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,2,454,6370,0.65,0.71,0.84,0.69,0.76,0.72,5.13,6.13,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,3,392,5675,0.65,0.71,0.84,0.69,0.76,0.72,5.13,6.13,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,4,389,5782,0.67,0.75,0.85,0.72,0.77,0.73,5.32,6.32,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,5,343,4937,0.68,0.76,0.86,0.73,0.77,0.75,5.86,6.86,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,6,450,5392,0.67,0.75,0.85,0.72,0.77,0.73,5.33,6.33,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,7,356,5407,0.68,0.75,0.86,0.73,0.77,0.73,5.48,6.48,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,8,378,4235,0.68,0.77,0.86,0.74,0.78,0.75,5.89,6.89,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,9,375,4517,0.68,0.77,0.86,0.74,0.78,0.75,5.89,6.89,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,10,447,5655,0.68,0.75,0.86,0.73,0.77,0.73,5.48,6.48,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,11,449,6986,0.67,0.75,0.85,0.73,0.78,0.73,5.40,6.40,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,12,456,6506,0.68,0.76,0.86,0.73,0.78,0.74,5.79,6.79,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,14,483,7316,0.67,0.75,0.85,0.73,0.78,0.73,5.40,6.40,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,15,266,4092,0.67,0.74,0.85,0.72,0.77,0.73,5.31,6.31,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,16,412,5361,0.67,0.76,0.86,0.73,0.78,0.74,5.76,6.76,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,17,361,5265,0.68,0.76,0.86,0.73,0.79,0.74,5.80,6.80,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,18,343,4207,0.67,0.75,0.85,0.72,0.78,0.74,5.71,6.71,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,19,422,6341,0.67,0.75,0.85,0.72,0.78,0.74,5.71,6.71,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,20,394,6159,0.68,0.76,0.86,0.73,0.79,0.74,5.80,6.80,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,21,419,5802,0.67,0.74,0.85,0.72,0.79,0.74,5.67,6.67,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.1,22,496,6338,0.67,0.75,0.86,0.73,0.78,0.75,5.94,6.94,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,7,318,4852,0.64,0.71,0.84,0.68,0.76,0.73,5.35,6.35,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,8,344,5367,0.64,0.71,0.83,0.69,0.76,0.72,5.16,6.16,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,9,386,5950,0.64,0.69,0.84,0.68,0.78,0.72,5.15,6.15,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,10,361,5904,0.63,0.70,0.83,0.68,0.76,0.73,5.35,6.35,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,11,316,4800,0.63,0.70,0.83,0.68,0.76,0.73,5.35,6.35,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,12,327,5530,0.64,0.69,0.84,0.68,0.78,0.72,5.15,6.15,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,13,290,4704,0.64,0.70,0.84,0.69,0.78,0.73,5.39,6.39,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,14,251,3757,0.63,0.69,0.82,0.67,0.76,0.71,4.99,5.99,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,15,334,5566,0.63,0.69,0.82,0.67,0.76,0.71,4.99,5.99,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,16,412,6362,0.64,0.70,0.84,0.69,0.78,0.73,5.39,6.39,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,17,499,7199,0.65,0.72,0.84,0.70,0.78,0.74,5.59,6.59,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,18,511,6895,0.62,0.68,0.82,0.66,0.76,0.71,5.00,6.00,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,19,466,6359,0.62,0.68,0.82,0.66,0.76,0.71,5.00,6.00,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,20,405,6360,0.64,0.70,0.83,0.68,0.77,0.73,5.44,6.44,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,21,327,4957,0.64,0.70,0.83,0.68,0.77,0.73,5.47,6.47,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.2,22,351,5245,0.62,0.69,0.82,0.66,0.76,0.71,4.89,5.89,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,1,457,6328,0.66,0.73,0.85,0.71,0.77,0.72,5.18,6.18,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,2,396,6536,0.64,0.70,0.84,0.69,0.77,0.73,5.41,6.41,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,3,444,6073,0.64,0.70,0.84,0.69,0.77,0.73,5.41,6.41,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,4,475,6502,0.66,0.73,0.85,0.71,0.77,0.72,5.18,6.18,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,5,491,6989,0.66,0.74,0.85,0.72,0.77,0.73,5.38,6.38,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,6,422,6431,0.64,0.71,0.84,0.69,0.77,0.72,5.14,6.14,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,7,416,6813,0.64,0.71,0.84,0.69,0.77,0.72,5.14,6.14,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,8,487,7427,0.66,0.74,0.85,0.72,0.77,0.73,5.38,6.38,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,9,486,6733,0.67,0.75,0.85,0.72,0.78,0.74,5.63,6.63,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,10,509,7612,0.64,0.71,0.84,0.69,0.77,0.72,5.02,6.02,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,11,480,7058,0.64,0.71,0.84,0.69,0.77,0.71,4.93,5.93,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,12,488,6949,0.67,0.75,0.86,0.73,0.78,0.75,5.87,6.87,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,13,456,7630,0.67,0.75,0.86,0.73,0.78,0.75,5.87,6.87,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,14,476,6921,0.64,0.71,0.84,0.69,0.77,0.71,4.93,5.93,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,15,409,5419,0.64,0.72,0.85,0.69,0.76,0.72,5.24,6.24,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,16,375,4524,0.66,0.74,0.86,0.72,0.77,0.74,5.62,6.62,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,17,248,3619,0.66,0.74,0.86,0.72,0.77,0.74,5.62,6.62,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,18,313,4407,0.64,0.72,0.85,0.69,0.76,0.72,5.24,6.24,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,19,453,6714,0.63,0.70,0.84,0.67,0.75,0.71,4.86,5.86,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,20,418,7401,0.65,0.73,0.85,0.70,0.77,0.72,5.07,6.07,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,21,422,6460,0.62,0.68,0.82,0.66,0.76,0.70,4.64,5.64,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.3,22,424,7311,0.62,0.67,0.83,0.65,0.75,0.70,4.60,5.60,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,1,495,5603,0.68,0.76,0.86,0.73,0.78,0.75,5.93,6.93,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,2,511,6745,0.66,0.74,0.85,0.71,0.78,0.74,5.71,6.71,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,3,459,6782,0.66,0.73,0.84,0.71,0.78,0.75,5.95,6.95,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,4,532,6158,0.68,0.77,0.86,0.74,0.79,0.75,6.14,7.14,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,5,405,5338,0.68,0.77,0.86,0.74,0.79,0.75,6.14,7.14,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,6,319,4912,0.66,0.73,0.84,0.71,0.78,0.75,5.95,6.95,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,7,387,6052,0.66,0.73,0.85,0.71,0.78,0.73,5.53,6.53,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,8,469,7073,0.68,0.76,0.86,0.74,0.79,0.75,5.93,6.93,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,9,405,5967,0.67,0.76,0.86,0.73,0.78,0.74,5.73,6.73,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,10,442,6575,0.65,0.73,0.85,0.70,0.77,0.72,5.25,6.25,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,11,453,5264,0.65,0.73,0.85,0.70,0.77,0.72,5.25,6.25,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,12,420,6123,0.67,0.76,0.86,0.73,0.78,0.74,5.73,6.73,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,13,379,5546,0.67,0.75,0.85,0.72,0.77,0.73,5.48,6.48,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,14,455,6941,0.64,0.72,0.84,0.69,0.76,0.72,5.07,6.07,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,15,512,7541,0.64,0.71,0.84,0.69,0.76,0.72,5.05,6.05,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,16,486,6873,0.67,0.75,0.85,0.72,0.77,0.73,5.48,6.48,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,17,445,6355,0.66,0.74,0.85,0.71,0.76,0.72,5.19,6.19,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,18,517,7301,0.64,0.71,0.83,0.68,0.76,0.71,4.90,5.90,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,19,443,6766,0.62,0.69,0.82,0.66,0.75,0.70,4.61,5.61,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,20,306,5315,0.64,0.71,0.83,0.68,0.75,0.70,4.77,5.77,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,21,422,6214,0.64,0.71,0.83,0.68,0.75,0.70,4.77,5.77,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/5/2025,Spring,28.4,22,446,6539,0.62,0.69,0.82,0.66,0.75,0.70,4.61,5.61,5.41,592,2.00,0.42,3.52,16,0.89,0.37
TB_2025,5/14/2025,Spring,14.1,1,85,1499,0.52,0.58,0.71,0.53,0.64,0.48,1.81,2.81,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.1,2,101,1535,0.53,0.59,0.71,0.54,0.65,0.47,1.76,2.76,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.1,3,74,1415,0.52,0.58,0.69,0.53,0.65,0.48,1.83,2.83,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.1,4,67,1503,0.52,0.58,0.69,0.52,0.64,0.46,1.72,2.72,2.81,605,2.80,0.58,3.18,16,0.89,0.52
